order_id,customer_id,order_date,order_status,channel,region_id,shipping_date,delivery_date,discount_pct,payment_method
234,225,2021-12-28,delivered,1,4,01/02/2022,01/07/2022,8.53,afterpay
235,164,01/01/2022,shipped,2,4,01/02/2022,16/01/2022,6.96,credit_card
236,148,15/07/2022,cancelled,3,5,2022-07-19,23/07/2022,18.84,apple_pay
237,430,08/11/2023,shipped,1,9,11/09/2023,2023-11-19,0.17,credit_card
238,228,2023-12-03,shipped,2,12,07/12/2023,12/12/2023,3.0,credit_card
239,343,2021-08-27,delivered,2,2,08/28/2021,2021-09-09,12.68,afterpay
240,52,15/12/2024,delivered,2,,18/12/2024,12/22/2024,106.84,afterpay
241,9068,2023-09-20,shipped,2,2,24/09/2023,29/09/2023,21.43,credit_card
242,215,09/11/2024,delivered,2,11,11/14/2024,2024-11-21,13.26,afterpay
243,408,2024-07-14,cancelled,3,2,2024-07-19,07/25/2024,24.07,debit_card
244,340,2023-05-21,pending,2,2,2023-05-23,31/05/2023,9.95,credit_card
245,149,2022-07-03,delivered,1,9,2022-07-05,2022-07-19,6.54,paypal
246,468,22/04/2021,delivered,2,1,2021-04-26,05/08/2021,10.25,debit_card
247,310,2024-01-11,pending,1,12,12/01/2024,01/25/2024,8.82,apple_pay
248,102,18/11/2021,delivered,3,13,2021-11-22,2021-12-06,9.35,credit_card
249,387,2023-12-15,pending,1,3,12/20/2023,2023-12-27,0.61,afterpay
250,9850,01/04/2023,shipped,1,9,2023-04-04,2023-04-18,19.06,debit_card
251,426,2024-05-25,delivered,1,5,2024-05-28,06/04/2024,5.07,afterpay
252,48,04/01/2022,cancelled,2,9,2022-04-06,2022-04-11,9.56,debit_card
253,296,2021-02-20,cancelled,1,2,22/02/2021,02/03/2021,8.31,afterpay
254,304,05/27/2022,pending,4,9,2022-05-29,06/05/2022,14.17,credit_card
255,173,2021-11-05,pending,4,1,11/08/2021,20/11/2021,5.23,paypal
256,237,2024-12-22,cancelled,2,2,27/12/2024,2025-01-05,10.64,debit_card
257,102,2023-06-16,pending,2,13,06/17/2023,2023-06-24,3.5,afterpay
258,151,10/17/2024,delivered,3,10,10/22/2024,2024-10-28,3.54,afterpay
259,108,2022-11-08,delivered,1,,11/10/2022,13/11/2022,10.41,debit_card
260,356,07/12/2021,delivered,1,8,2021-07-16,22/07/2021,1.67,paypal
261,146,2023-05-23,delivered,4,5,26/05/2023,06/01/2023,16.04,debit_card
262,135,2024-02-29,pending,2,13,02/03/2024,15/03/2024,14.39,credit_card
263,402,20/04/2022,shipped,2,3,2022-04-21,2022-05-04,0.01,credit_card
264,242,11/01/2022,delivered,1,7,2022-11-06,19/11/2022,9.64,debit_card
265,485,07/21/2024,delivered,4,8,23/07/2024,2024-08-06,6.26,paypal
266,438,2023-08-13,delivered,1,9,16/08/2023,2023-08-28,23.02,paypal
267,270,2022-02-04,pending,3,5,2022-02-09,2022-02-14,0.32,credit_card
268,361,2022-06-03,delivered,1,12,2022-06-04,2022-06-14,24.93,paypal
269,15,2024-06-09,delivered,1,3,06/11/2024,2024-06-23,20.85,apple_pay
270,143,02/02/2022,delivered,1,6,2022-02-07,2022-02-04,4.23,afterpay
271,429,29/09/2024,delivered,1,9,2024-09-30,02/10/2024,6.67,credit_card
272,383,2021-01-07,delivered,3,8,2021-01-10,19/01/2021,17.41,credit_card
273,45,16/01/2022,delivered,1,3,01/21/2022,01/02/2022,5.44,credit_card
274,387,29/09/2021,delivered,2,5,30/09/2021,10/07/2021,7.89,paypal
275,358,20/06/2023,delivered,3,6,2023-06-21,2023-06-29,13.08,debit_card
276,276,03/10/2024,shipped,2,13,2024-03-14,20/03/2024,8.55,paypal
277,112,2023-08-16,delivered,2,3,08/17/2023,2023-08-19,11.68,credit_card
278,184,2021-01-17,shipped,2,2,2021-01-21,2021-01-29,8.95,apple_pay
279,295,23/11/2024,cancelled,3,12,2024-11-27,2024-12-05,8.45,afterpay
280,397,06/07/2022,delivered,1,3,10/07/2022,20/07/2022,22.16,credit_card
281,171,04/21/2021,pending,1,6,04/24/2021,2021-05-07,107.37,debit_card
282,121,2022-02-21,cancelled,2,9,2022-02-22,06/03/2022,9.36,afterpay
283,343,02/10/2023,cancelled,4,3,2023-02-12,2023-02-25,23.38,apple_pay
284,37,2022-12-12,cancelled,1,3,2022-12-17,18/12/2022,9.23,debit_card
285,256,2022-01-20,pending,3,7,2022-01-22,01/27/2022,10.64,afterpay
286,92,2021-12-01,cancelled,1,2,06/12/2021,12/20/2021,18.32,debit_card
287,295,2023-11-05,cancelled,2,7,2023-11-09,11/10/2023,1.36,afterpay
288,9970,11/18/2022,delivered,4,9,21/11/2022,2022-11-23,21.76,afterpay
289,25,08/10/2023,delivered,4,6,2023-08-11,08/13/2023,14.98,debit_card
290,151,01/01/2023,cancelled,2,1,02/01/2023,2023-01-10,8.93,apple_pay
291,49,2021-09-16,delivered,3,6,2021-09-18,2021-09-29,17.22,paypal
292,191,03/20/2021,shipped,1,7,2021-03-25,2021-04-06,18.13,credit_card
293,95,11/06/2022,delivered,1,13,2022-06-12,06/26/2022,6.52,apple_pay
294,243,03/17/2022,cancelled,2,5,03/20/2022,2022-04-01,1.14,afterpay
295,9332,08/02/2021,cancelled,1,13,2021-02-10,02/15/2021,7.95,credit_card
296,365,06/01/2024,cancelled,3,9,2024-06-06,13/06/2024,23.25,afterpay
297,438,2023-10-19,shipped,4,5,10/24/2023,2023-11-05,16.52,debit_card
298,383,2023-12-21,delivered,4,11,2023-12-24,2023-12-29,3.9,paypal
299,285,03/10/2023,shipped,1,2,07/10/2023,2023-10-16,5.46,apple_pay
300,210,12/22/2022,shipped,1,6,2022-12-26,05/01/2023,16.61,afterpay
301,254,09/08/2023,delivered,2,7,2023-08-13,2023-08-16,13.32,apple_pay
302,335,2023-05-07,cancelled,1,4,2023-05-11,05/15/2023,15.5,apple_pay
303,128,07/12/2021,delivered,3,1,11/12/2021,2021-12-22,22.09,paypal
304,371,06/05/2022,shipped,3,3,2022-05-10,22/05/2022,22.36,debit_card
305,499,2023-08-03,delivered,3,3,2023-08-04,2023-08-17,18.05,credit_card
306,401,2023-05-05,delivered,1,11,05/10/2023,2023-05-12,17.87,credit_card
307,394,2021-03-23,delivered,2,11,27/03/2021,04/08/2021,19.69,afterpay
308,337,27/11/2022,shipped,3,2,11/29/2022,12/12/2022,17.34,paypal
309,353,06/30/2023,delivered,3,,07/04/2023,07/16/2023,3.5,paypal
310,484,2021-11-21,delivered,2,5,11/24/2021,02/12/2021,20.13,credit_card
311,436,10/03/2022,delivered,3,6,03/13/2022,16/03/2022,18.64,apple_pay
312,437,2023-10-24,delivered,4,11,2023-10-29,11/04/2023,13.13,debit_card
313,159,2022-02-27,shipped,2,13,01/03/2022,06/03/2022,4.92,paypal
314,341,2021-03-09,cancelled,3,9,2021-03-10,16/03/2021,21.17,debit_card
315,132,10/01/2022,delivered,4,3,2022-01-12,16/01/2022,15.23,apple_pay
316,156,2021-05-05,shipped,1,8,07/05/2021,2021-05-11,13.42,credit_card
317,227,2021-06-20,cancelled,2,10,2021-06-22,24/06/2021,14.23,apple_pay
318,413,07/24/2024,delivered,4,10,07/28/2024,07/29/2024,15.78,apple_pay
319,128,2022-11-30,delivered,4,2,2022-12-05,14/12/2022,23.64,debit_card
320,34,04/06/2023,delivered,4,6,07/06/2023,06/09/2023,13.46,apple_pay
321,157,18/10/2022,delivered,1,4,22/10/2022,24/10/2022,3.86,paypal
322,490,11/24/2023,cancelled,2,5,29/11/2023,12/12/2023,6.57,paypal
323,373,2022-12-26,delivered,1,7,12/29/2022,06/01/2023,0.14,afterpay
324,393,16/07/2022,pending,3,5,18/07/2022,2022-07-22,0.59,paypal
325,55,2021-06-02,shipped,2,10,04/06/2021,06/10/2021,24.28,apple_pay
326,301,2023-02-08,pending,3,9,02/09/2023,2023-02-10,23.09,debit_card
327,448,11/05/2021,delivered,1,8,2021-11-08,18/11/2021,14.32,credit_card
328,446,12/03/2024,delivered,1,8,12/06/2024,20/12/2024,5.37,credit_card
329,498,2024-12-12,delivered,1,3,2024-12-15,12/25/2024,10.27,credit_card
330,290,2023-06-15,pending,1,9,2023-06-20,04/07/2023,14.37,apple_pay
331,434,29/06/2021,delivered,2,13,07/03/2021,2021-07-13,17.1,debit_card
