item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
118,67,26,5,1323.88,1152.76,5466.64
119,68,17,4,286.25,171.25,973.75
120,69,27,3,508.96,270.3,1256.58
121,69,58,2,442.47,92.26,792.68
122,70,28,5,750.38,30.82,3721.08
123,71,50,1,676.46,134.26,542.2
124,71,65,3,183.7,32.17,518.93
125,71,56,1,381.0,50.67,330.33
126,72,71,5,213.46,10.31,1056.99
127,73,93,4,712.79,284.36,2566.8
128,74,59,4,804.2,200.18,3016.62
129,74,65,1,183.7,22.54,161.16
130,75,14,1,1027.55,28.71,998.84
131,75,7,5,664.72,410.98,2912.62
132,76,27,3,508.96,207.26,1319.62
133,76,96,1,726.43,67.49,658.94
134,76,55,1,522.63,40.3,482.33
135,77,40,5,321.31,153.43,1453.12
136,77,37,5,1087.4,1070.08,4366.92
137,77,75,4,663.01,132.2,2519.84
138,78,22,3,692.87,69.73,2008.88
139,79,27,4,508.96,188.15,1847.69
140,79,72,5,1767.87,1580.5,7258.85
141,80,78,3,657.41,375.39,1596.84
142,81,75,3,663.01,124.74,1864.29
143,9264,33,3,889.89,77.09,2592.58
144,82,,5,1432.36,538.11,6623.69
145,83,76,4,452.28,275.74,1533.38
146,84,58,1,442.47,66.25,376.22
147,85,44,1,753.2,111.91,641.29
148,85,86,1,183.67,16.95,166.72
149,86,,1,522.63,70.34,452.29
150,86,63,5,244.65,151.21,1072.04
151,87,23,4,887.05,245.05,3303.15
152,88,17,5,286.25,215.96,1215.29
153,89,7,4,664.72,482.46,2176.42
154,90,89,3,1331.29,291.4,3702.47
155,91,39,1,1786.03,202.06,1583.97
156,91,2,3,860.63,293.65,2288.24
157,91,10,2,716.95,59.38,1374.52
158,91,48,1,596.07,60.89,535.18
159,92,83,4,195.65,141.42,641.18
160,92,90,4,378.95,175.75,1340.05
161,92,81,5,962.42,953.18,3858.92
162,93,64,1,633.38,32.92,600.46
163,9123,73,1,1192.78,100.66,1092.12
164,94,76,1,452.28,10.0,442.28
165,9536,55,2,522.63,97.56,947.7
166,95,50,1,676.46,56.83,619.63
167,95,61,2,736.96,189.01,1284.91
168,96,78,5,657.41,203.39,3083.66
169,97,28,-2,750.38,140.7,1360.06
170,97,91,4,365.88,89.16,1374.36
171,98,30,3,71.26,35.87,177.91
172,98,32,5,171.88,0.57,858.83
173,99,86,4,183.67,142.03,592.65
174,100,9,1,166.98,3.14,163.84
175,100,78,1,657.41,106.44,550.97
176,101,79,3,221.22,63.73,599.93
177,101,42,5,714.2,368.11,3202.89
178,102,23,5,887.05,246.67,4188.58
179,103,26,1,1323.88,174.79,1149.09
180,103,58,3,442.47,110.06,1217.35
181,104,94,2,1439.69,31.39,2847.99
182,104,17,4,286.25,75.52,1069.48
183,104,10,5,716.95,254.9,3329.85
184,105,1,1,1179.24,77.36,1101.88
185,105,12,2,867.01,138.71,1595.31
186,105,18,5,364.51,328.87,1493.68
187,106,73,3,1192.78,469.87,3108.47
188,107,73,3,1192.78,402.13,3176.21
189,107,33,3,889.89,244.55,2425.12
190,107,31,5,205.2,110.0,916.0
191,107,5,5,1239.66,1054.72,5143.58
192,108,19,2,259.64,58.61,460.67
193,9119,97,5,645.35,488.28,2738.47
194,109,59,1,804.2,66.76,737.44
195,110,64,5,633.38,26.34,3140.56
196,110,29,2,511.9,112.74,911.06
197,111,,4,522.63,356.4,1734.12
198,111,83,4,195.65,34.99,747.61
199,112,1,4,1179.24,604.34,4112.62
200,113,37,2,1087.4,256.17,1918.63
201,9968,32,1,171.88,13.49,158.39
202,115,71,5,213.46,105.7,961.6
203,115,65,4,183.7,78.45,656.35
204,115,76,2,452.28,76.42,828.14
205,115,66,1,1042.3,143.09,899.21
206,116,50,1,676.46,112.56,563.9
207,116,10,5,716.95,481.45,3103.3
208,117,33,4,889.89,313.97,3245.59
209,117,32,4,171.88,103.57,583.95
210,117,36,1,1022.7,43.09,979.61
211,118,19,-1,259.64,10.44,249.2
212,118,33,2,889.89,127.6,1652.18
213,119,46,5,371.49,111.53,1745.92
214,120,24,3,1647.82,558.33,4385.13
215,121,18,2,364.51,81.33,647.69
216,122,81,4,962.42,640.12,3209.56
217,123,26,3,1323.88,13.26,3958.38
218,123,69,4,401.37,92.08,1513.4
219,123,26,4,1323.88,252.93,5042.59
220,124,,1,442.47,15.96,426.51
221,124,16,3,274.68,153.83,670.21
222,125,10,4,716.95,292.15,2575.65
223,125,64,1,633.38,75.11,558.27
224,125,78,2,657.41,200.7,1114.12
225,126,41,4,159.2,34.36,602.44
226,126,2,2,860.63,143.78,1577.48
227,126,83,2,195.65,20.84,370.46
228,126,97,4,645.35,33.12,2548.28
229,127,47,1,552.03,76.66,475.37
230,128,39,3,1786.03,726.47,4631.62
231,129,54,5,1358.6,779.08,6013.92
232,130,14,1,1027.55,64.67,962.88
233,130,45,1,383.12,24.5,358.62
234,131,85,4,1350.75,811.43,4591.57
235,132,27,1,508.96,87.49,421.47
236,132,63,3,244.65,74.74,659.21
237,133,49,2,95.67,26.33,165.01
238,133,80,3,849.32,70.53,2477.43
239,133,44,4,753.2,514.12,2498.68
240,134,82,2,89.53,28.8,150.26
241,135,49,1,95.67,12.73,82.94
242,136,81,4,962.42,446.57,3403.11
243,136,24,2,1647.82,416.96,2878.68
244,137,97,4,645.35,388.29,2193.11
245,138,16,5,274.68,42.58,1330.82
246,9961,90,2,378.95,21.15,736.75
247,139,24,3,1647.82,237.93,4705.53
248,139,36,3,1022.7,225.85,2842.25
249,139,68,2,320.42,10.96,629.88
250,140,21,5,728.26,109.72,3531.58
251,141,58,5,442.47,359.87,1852.48
252,142,75,4,663.01,347.02,2305.02
253,142,68,4,320.42,44.25,1237.43
254,143,39,4,1786.03,552.39,6591.73
255,143,27,1,508.96,58.7,450.26
256,144,38,4,1537.97,574.38,5577.5
257,144,32,1,171.88,29.29,142.59
258,145,20,5,1432.36,1102.18,6059.62
259,145,7,5,664.72,548.64,2774.96
260,145,81,1,962.42,83.37,879.05
261,145,88,1,1687.23,77.19,1610.04
262,146,49,4,95.67,13.69,368.99
263,147,38,1,1537.97,164.08,1373.89
264,148,74,3,1271.91,57.96,3757.77
265,149,49,4,95.67,57.21,325.47
266,150,54,5,1358.6,23.89,6769.11
267,151,80,1,849.32,154.41,694.91
268,151,10,1,716.95,59.71,657.24
269,151,29,2,511.9,186.16,837.64
270,152,,5,750.38,429.39,3322.51
271,153,9,1,166.98,22.94,144.04
272,154,4,3,1062.58,407.2,2780.54
273,154,70,3,1150.5,161.52,3289.98
274,155,74,3,1271.91,272.31,3543.42
275,156,22,3,692.87,313.35,1765.26
276,156,86,5,183.67,13.27,905.08
277,157,18,1,364.51,61.58,302.93
278,157,54,5,1358.6,584.35,6208.65
279,158,92,2,230.09,25.64,434.54
280,158,7,2,664.72,217.59,1111.85
281,159,77,4,1121.7,730.53,3756.27
282,160,98,2,1343.69,258.97,2428.41
283,9230,94,5,1439.69,1090.59,6107.86
284,162,13,3,1357.26,453.29,3618.49
285,162,41,1,159.2,10.59,148.61
286,163,14,3,1027.55,360.39,2722.26
287,164,14,1,1027.55,126.24,901.31
288,165,89,1,1331.29,125.58,1205.71
289,165,91,3,365.88,78.27,1019.37
290,166,43,4,1508.03,910.02,5122.1
291,166,1,4,1179.24,127.45,4589.51
292,167,34,1,203.8,6.03,197.77
293,167,27,5,508.96,325.43,2219.37
294,168,,1,1087.4,66.58,1020.82
295,168,51,5,861.82,667.18,3641.92
296,169,72,3,1767.87,1004.66,4298.95
297,170,67,1,944.94,86.92,858.02
298,171,50,3,676.46,63.61,1965.77
299,172,80,3,849.32,122.47,2425.49
300,173,69,3,401.37,45.32,1158.79
301,173,91,1,365.88,6.8,359.08
302,174,43,3,1508.03,658.27,3865.82
303,175,76,5,452.28,18.02,2243.38
304,176,50,3,676.46,233.36,1796.02
305,176,5,2,1239.66,383.46,2095.86
306,176,70,5,1150.5,111.1,5641.4
307,177,64,3,633.38,163.15,1736.99
308,177,21,1,728.26,130.77,597.49
309,178,93,4,712.79,543.37,2307.79
310,179,32,3,171.88,78.71,436.93
311,180,92,4,230.09,82.7,837.66
312,180,89,2,1331.29,292.47,2370.11
313,181,63,5,244.65,152.61,1070.64
314,182,87,5,1125.48,72.01,5555.39
315,182,90,3,378.95,154.02,982.83
316,183,91,3,365.88,47.09,1050.55
317,184,64,1,633.38,62.46,570.92
318,185,13,-3,1357.26,610.55,3461.23
319,185,57,3,584.3,143.84,1609.06
320,186,6,4,1083.61,666.4,3668.04
321,187,72,5,1767.87,1169.84,7669.51
322,188,34,5,203.8,144.94,874.06
323,188,15,5,813.74,390.95,3677.75
324,189,58,3,442.47,135.06,1192.35
325,189,94,2,1439.69,549.82,2329.56
326,189,25,5,1729.75,1288.41,7360.34
327,189,89,4,1331.29,489.48,4835.68
328,190,38,2,1537.97,431.03,2644.91
329,191,6,3,1083.61,78.62,3172.21
330,191,46,2,371.49,71.37,671.61
331,192,91,4,365.88,30.03,1433.49
332,192,98,3,1343.69,143.87,3887.2
333,193,27,5,508.96,278.79,2266.01
334,193,22,4,692.87,19.2,2752.28
335,194,30,5,71.26,4.76,351.54
336,194,43,4,1508.03,65.36,5966.76
337,194,84,1,1628.79,222.18,1406.61
338,194,91,3,365.88,7.2,1090.44
339,195,61,2,736.96,27.59,1446.33
340,195,,4,230.09,70.66,849.7
341,196,82,2,89.53,9.95,169.11
342,197,29,3,511.9,68.7,1467.0
343,197,60,5,1338.31,890.68,5800.87
344,198,43,4,1508.03,270.66,5761.46
345,199,84,5,1628.79,626.84,7517.11
346,199,16,1,274.68,24.2,250.48
347,200,21,5,728.26,689.13,2952.17
348,201,17,2,286.25,39.35,533.15
349,202,84,2,1628.79,607.72,2649.86
350,202,41,4,159.2,3.18,633.62
351,203,98,5,1343.69,1172.44,5546.01
352,204,67,3,944.94,333.35,2501.47
353,205,33,-3,889.89,282.96,2386.71
354,206,26,3,1323.88,331.14,3640.5
355,207,56,3,381.0,56.75,1086.25
356,207,58,1,442.47,65.61,342.15
357,207,22,5,692.87,499.24,2965.11
358,208,85,3,1350.75,199.58,3852.67
359,208,83,1,195.65,31.68,163.97
360,209,94,-1,1439.69,150.07,1289.62
361,9221,84,5,1628.79,68.08,8075.87
362,211,5,5,1239.66,1039.89,5158.41
363,212,29,3,511.9,293.99,1241.71
364,212,76,1,452.28,57.42,394.86
365,212,90,4,378.95,172.31,1343.49
366,213,38,4,1537.97,1184.6,4967.28
367,213,91,3,365.88,124.25,973.39
368,213,35,5,1098.56,559.44,4933.36
369,214,10,2,716.95,111.5,1322.4
370,215,96,4,726.43,214.7,2691.02
371,215,98,4,1343.69,420.03,4954.73
372,215,3,3,100.53,59.11,242.48
373,216,97,4,645.35,150.08,2431.32
374,216,93,5,712.79,625.48,2938.47
375,217,19,3,259.64,139.17,639.75
376,218,53,1,585.07,104.45,480.62
377,218,47,4,552.03,110.98,2097.14
378,218,65,2,183.7,42.37,325.03
379,219,36,2,1022.7,276.26,1769.14
380,219,16,5,274.68,47.24,1326.16
381,220,77,4,1121.7,727.07,3759.73
382,221,11,2,1165.56,219.13,2111.99
383,221,78,3,657.41,380.74,1591.49
384,222,21,-2,728.26,260.43,1196.09
385,222,4,4,1062.58,110.46,4139.86
386,222,85,5,1350.75,386.67,6367.08
387,222,83,3,195.65,81.76,505.19
388,223,16,5,274.68,118.44,1254.96
389,223,7,4,664.72,224.42,2434.46
390,224,7,1,664.72,10.57,654.15
391,225,60,-5,1338.31,232.09,6459.46
392,226,80,3,849.32,328.36,2219.6
393,227,76,2,452.28,170.27,734.29
394,228,24,4,1647.82,601.37,5989.91
395,229,67,5,944.94,828.96,3895.74
396,229,56,1,381.0,17.32,363.68
397,230,63,5,244.65,203.59,1019.66
398,230,86,3,183.67,50.93,500.08
399,231,85,5,1350.75,1069.25,5684.5
400,232,93,2,712.79,194.58,1231.0
401,232,20,3,1432.36,266.84,4030.24
402,233,38,4,1537.97,918.02,5233.86
403,233,98,5,1343.69,694.39,6024.06
404,234,74,3,1271.91,471.93,3343.8
405,235,9,1,166.98,23.79,143.19
406,235,81,1,962.42,16.82,945.6
407,236,26,5,1323.88,1211.71,5407.69
408,237,80,4,849.32,461.33,2935.95
409,237,18,1,364.51,3.21,361.3
410,238,65,4,183.7,98.14,636.66
411,239,44,1,753.2,38.17,715.03
412,240,81,-1,962.42,127.77,834.65
413,241,24,3,1647.82,154.86,4788.6
414,241,93,5,712.79,683.28,2880.67
415,242,6,3,1083.61,74.75,3176.08
416,242,84,2,1628.79,563.33,2694.25
417,243,48,4,596.07,324.19,2060.09
418,244,43,5,1508.03,1288.17,6251.98
419,245,57,-5,584.3,53.84,2867.66
420,245,81,2,962.42,333.94,1590.9
421,246,5,4,1239.66,835.4,4123.24
422,246,98,4,1343.69,894.92,4479.84
423,247,16,2,274.68,31.84,517.52
424,248,95,1,1228.84,53.58,1175.26
425,248,74,3,1271.91,545.75,3269.98
426,249,27,3,508.96,222.71,1304.17
427,250,67,2,944.94,246.61,1643.27
428,251,87,1,1125.48,41.29,1084.19
429,252,52,2,629.07,27.0,1231.14
430,253,39,3,1786.03,238.93,5119.16
431,254,51,-4,861.82,150.1,3297.18
432,254,16,1,274.68,19.71,254.97
433,254,95,1,1228.84,214.09,1014.75
434,255,97,2,645.35,225.52,1065.18
435,256,54,3,1358.6,758.92,3316.88
436,257,96,5,726.43,285.17,3346.98
437,258,92,1,230.09,21.82,208.27
438,258,98,5,1343.69,1250.23,5468.22
439,259,7,2,664.72,152.59,1176.85
440,9065,74,2,1271.91,239.61,2304.21
441,261,37,1,1087.4,78.23,1009.17
442,261,68,3,320.42,33.22,928.04
443,261,53,1,585.07,55.34,529.73
444,262,89,3,1331.29,288.78,3705.09
445,263,56,2,381.0,0.88,761.12
446,263,23,5,887.05,823.53,3611.72
447,263,68,5,320.42,159.52,1442.58
448,264,39,4,1786.03,1347.7,5796.42
449,264,53,3,585.07,237.27,1517.94
450,265,2,1,860.63,171.9,688.73
451,266,62,3,1461.17,353.42,4030.09
452,266,87,3,1125.48,366.64,2409.66
453,266,72,4,1767.87,688.03,6383.45
454,267,58,5,442.47,358.98,1853.37
455,267,82,3,89.53,20.88,247.71
456,268,96,5,726.43,296.69,3335.46
457,269,89,4,1331.29,979.7,4345.46
458,270,63,3,244.65,30.35,703.6
459,271,22,-1,692.87,83.18,603.16
460,272,62,5,1461.17,624.02,6681.83
461,273,53,4,585.07,7.52,2332.76
462,274,57,3,584.3,169.92,1582.98
463,274,83,5,195.65,103.14,875.11
464,275,84,3,1628.79,442.4,4443.97
465,275,34,3,203.8,117.16,494.24
466,276,41,2,159.2,21.58,296.82
467,276,21,1,728.26,20.62,707.64
468,276,10,5,716.95,58.35,3526.4
469,277,86,5,183.67,155.82,762.53
470,278,8,3,750.16,265.19,1985.29
471,278,42,5,714.2,260.2,3310.8
472,279,24,3,1647.82,404.13,4539.33
473,280,30,2,71.26,26.73,115.79
474,281,25,3,1729.75,635.72,4553.53
475,282,,2,861.82,173.66,1549.98
476,283,63,3,244.65,92.9,641.05
477,284,25,4,1729.75,1178.91,5740.09
478,285,66,2,1042.3,361.74,1722.86
479,285,64,5,633.38,513.3,2653.6
480,286,38,3,1537.97,919.05,3694.86
481,286,79,-1,221.22,30.36,190.86
482,287,,3,629.07,55.75,1831.46
483,287,80,3,849.32,341.79,2206.17
484,287,41,2,159.2,37.19,281.21
485,288,82,3,89.53,29.74,238.85
486,289,65,5,183.7,55.87,862.63
487,289,1,3,1179.24,138.53,3399.19
488,290,80,3,849.32,16.94,2531.02
489,291,6,4,1083.61,525.34,3809.1
490,292,32,5,171.88,77.33,782.07
491,293,29,4,511.9,233.08,1814.52
492,293,,5,712.79,121.64,3442.31
493,293,55,2,522.63,118.4,926.86
494,294,88,5,1687.23,344.51,8091.64
495,294,55,4,522.63,67.68,2022.84
496,295,62,3,1461.17,872.92,3510.59
497,296,42,-3,714.2,43.06,2099.54
498,296,57,4,584.3,420.79,1916.41
499,297,96,5,726.43,472.9,3159.25
500,297,41,3,159.2,50.49,427.11
501,298,81,2,962.42,17.89,1906.95
502,298,11,3,1165.56,41.45,3455.23
503,299,49,1,95.67,10.01,85.66
504,300,81,4,962.42,746.23,3103.45
505,300,85,3,1350.75,36.5,4015.75
506,301,71,5,213.46,29.41,1037.89
507,301,88,1,1687.23,312.76,1374.47
508,301,56,3,381.0,168.96,974.04
509,302,84,4,1628.79,275.16,6240.0
510,302,47,3,552.03,255.44,1400.65
511,303,9,3,166.98,87.28,413.66
512,304,91,4,365.88,117.48,1346.04
513,304,34,3,203.8,25.89,585.51
514,305,93,5,712.79,618.54,2945.41
515,305,41,1,159.2,9.6,149.6
516,305,75,5,663.01,626.69,2785.13
517,306,53,5,585.07,533.02,2392.33
518,306,38,4,1537.97,741.59,5410.29
519,306,33,3,889.89,139.41,2530.26
520,307,45,2,383.12,64.63,701.61
521,308,21,5,728.26,258.28,3383.02
522,308,36,3,1022.7,22.78,3045.32
523,309,30,2,71.26,2.55,139.97
524,310,49,1,95.67,5.07,90.6
525,311,34,3,203.8,93.67,517.73
526,312,95,2,1228.84,294.72,2162.96
527,312,33,1,889.89,117.44,772.45
528,313,60,5,1338.31,59.6,6631.95
529,313,25,5,1729.75,1397.59,7251.16
530,314,23,-4,887.05,475.54,3072.66
531,315,34,3,203.8,0.42,610.98
532,316,46,3,371.49,85.9,1028.57
533,317,27,5,508.96,130.21,2414.59
534,317,74,3,1271.91,208.47,3607.26
535,317,62,3,1461.17,5.81,4377.7
536,318,68,2,320.42,89.35,551.49
537,319,89,2,1331.29,349.64,2312.94
538,320,61,2,736.96,133.04,1340.88
539,321,57,3,584.3,152.3,1600.6
540,321,75,3,663.01,303.25,1685.78
541,322,20,5,1432.36,414.71,6747.09
542,322,45,4,383.12,48.11,1484.37
543,323,78,1,657.41,119.63,537.78
544,324,98,2,1343.69,17.06,2670.32
545,324,14,-4,1027.55,370.07,3740.13
546,325,29,2,511.9,40.89,982.91
547,325,13,5,1357.26,21.34,6764.96
548,326,69,1,401.37,69.74,331.63
549,327,83,3,195.65,112.11,474.84
550,327,31,5,205.2,99.32,926.68
551,327,41,5,159.2,127.91,668.09
552,328,31,4,205.2,57.98,762.82
553,328,84,2,1628.79,527.56,2730.02
554,328,19,3,259.64,16.32,762.6
555,329,83,1,195.65,36.89,158.76
556,330,38,1,1537.97,23.8,1514.17
557,331,51,2,861.82,244.45,1479.19
558,331,83,3,195.65,21.59,565.36
559,332,28,4,750.38,331.57,2669.95
560,332,15,3,813.74,20.49,2420.73
561,332,,1,804.2,148.54,655.66
562,332,20,1,1432.36,261.67,1170.69
563,333,62,1,1461.17,184.84,1276.33
564,333,42,4,714.2,356.36,2500.44
565,334,30,5,71.26,8.35,347.95
566,335,74,4,1271.91,682.38,4405.26
567,336,87,2,1125.48,247.91,2003.05
568,336,38,2,1537.97,394.26,2681.68
569,337,7,1,664.72,63.22,601.5
570,338,28,4,750.38,246.78,2754.74
571,338,82,3,89.53,34.83,233.76
572,339,2,4,860.63,514.78,2927.74
573,340,19,1,259.64,32.72,226.92
574,341,37,2,1087.4,91.11,2083.69
575,341,34,1,203.8,4.71,199.09
576,342,27,3,508.96,56.68,1470.2
577,343,88,5,1687.23,349.37,8086.78
578,344,30,2,71.26,3.33,139.19
579,344,14,1,1027.55,13.11,1014.44
580,344,41,4,159.2,117.33,519.47
581,9861,4,5,1062.58,78.21,5234.69
582,345,53,4,585.07,373.47,1966.81
583,346,48,1,596.07,56.25,539.82
584,347,20,2,1432.36,461.96,2402.76
585,347,7,4,664.72,220.27,2438.61
586,347,25,3,1729.75,917.07,4272.18
587,348,11,4,1165.56,314.36,4347.88
588,349,64,3,633.38,62.03,1838.11
589,349,80,5,849.32,505.16,3741.44
590,350,14,3,1027.55,533.77,2548.88
591,351,90,5,378.95,118.14,1776.61
592,352,27,4,508.96,30.27,2005.57
593,352,74,1,1271.91,173.59,1098.32
594,9260,7,5,664.72,233.9,2622.84
595,353,64,4,633.38,447.39,2086.13
596,354,14,2,1027.55,185.75,1869.35
597,355,12,4,867.01,112.6,3355.44
598,355,55,3,522.63,3.83,1564.06
599,355,95,3,1228.84,214.39,3472.13
600,356,20,3,1432.36,64.56,4232.52
601,357,85,1,1350.75,225.9,1124.85
602,358,56,2,381.0,41.87,720.13
603,359,38,2,1537.97,456.68,2619.26
604,359,29,5,511.9,412.95,2146.55
605,360,31,3,205.2,113.19,502.41
606,360,37,4,1087.4,223.67,4125.93
607,361,75,3,663.01,3.8,1985.23
608,361,89,2,1331.29,253.37,2409.21
609,361,,4,1537.97,913.96,5237.92
610,362,77,1,1121.7,143.35,978.35
611,363,7,1,664.72,74.11,497.64
612,363,82,3,89.53,34.31,234.28
613,364,84,5,1628.79,763.57,7380.38
614,365,47,2,552.03,184.62,919.44
615,365,,3,1461.17,42.77,4340.74
616,366,15,5,813.74,266.48,3802.22
617,366,95,5,1228.84,440.5,5703.7
618,366,5,5,1239.66,434.01,5764.29
619,367,50,4,676.46,273.47,2432.37
620,367,23,3,887.05,40.96,2620.19
621,368,89,4,1331.29,189.05,5136.11
622,369,95,1,1228.84,96.77,1132.07
623,369,16,4,274.68,205.8,892.92
624,369,21,2,728.26,70.33,1386.19
625,369,1,2,1179.24,244.86,2113.62
626,370,90,1,378.95,72.6,306.35
627,370,91,4,365.88,55.21,1408.31
628,371,13,-3,1357.26,588.31,3483.47
629,372,34,1,203.8,15.07,188.73
630,372,44,1,753.2,147.26,605.94
631,372,43,2,1508.03,574.45,2701.48
632,373,95,5,1228.84,604.22,5539.98
633,373,86,2,183.67,35.89,331.45
634,374,55,1,522.63,13.34,509.29
635,374,82,1,89.53,4.29,85.24
636,375,87,1,1125.48,40.09,1085.39
637,375,37,1,1087.4,37.09,1050.31
638,375,5,5,1239.66,600.11,5598.19
639,376,,5,645.35,196.45,3030.3
640,377,46,5,371.49,326.16,1531.29
641,377,15,4,813.74,531.05,2723.91
642,378,77,2,1121.7,200.28,2043.12
643,379,35,5,1098.56,598.13,4894.67
644,379,82,3,89.53,52.89,215.7
645,380,27,4,508.96,24.92,2010.92
646,9328,4,4,1062.58,727.93,3522.39
647,382,65,5,183.7,23.91,894.59
648,383,4,5,1062.58,861.89,4451.01
649,383,18,5,364.51,102.18,1720.37
650,384,95,3,1228.84,161.6,3524.92
651,9420,31,2,205.2,61.03,349.37
652,385,85,4,1350.75,230.35,5172.65
653,386,90,1,378.95,75.71,303.24
654,386,77,2,1121.7,219.89,2023.51
655,387,80,-1,849.32,165.2,684.12
656,388,54,1,1358.6,220.3,1138.3
657,389,67,2,944.94,17.04,1872.84
658,389,89,3,1331.29,101.43,3892.44
659,389,42,1,714.2,109.67,604.53
660,390,29,4,511.9,330.51,1717.09
